nom,genre,composantes,je_l_ai,je_l_avais,je_le_veux,j_adore,j_aime,bon,aime_pas,deteste,hiver,printemps,ete,autone,jour,nuit,women,men
Ocean Leather Memo Paris for women and men,for women and men, - aromatic - fresh spicy - citrus - herbal - woody - green - leather - violet - powdery - soft spicy, 38.7835%, 11.707%, 49.5095%, 76.9231%, 100%, 43.5897%, 17.094%, 8.11966%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Retba Memo Paris for women and men,for women and men, - warm spicy - amber - sweet - vanilla - fruity - oud - rose - fresh spicy - powdery - aromatic, 22.5951%, 4.9217%, 72.4832%, 100%, 50%, 31.25%, 3.125%, 3.125%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Russian Leather Memo Paris for women and men,for women and men, - aromatic - woody - fresh spicy - green, 40.7083%, 13.253%, 46.0387%, 92.3077%, 100%, 34.2175%, 32.626%, 4.77454%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Siwa Memo Paris for women,for women, - vanilla - whiskey - yellow floral - woody - warm spicy - green - aldehydic - powdery - cinnamon - ozonic, 36.753%, 16.5837%, 46.6633%, 69.1892%, 100%, 16.7568%, 25.6757%, 2.16216%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Sundance Memo Paris for women,for women, - white floral - tuberose - fruity - sweet - powdery - woody - animalic - warm spicy - fresh - citrus, 24.3119%, 22.2477%, 53.4404%, 20.8333%, 100%, 7.29167%, 36.4583%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Vaadhoo Memo Paris for women and men,for women and men, - aromatic - warm spicy - woody - earthy - fresh spicy - herbal - patchouli - green - mossy - sweet, 40.4348%, 15%, 44.5652%, 75.3425%, 100%, 57.5343%, 64.3836%, 10.9589%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Winter Palace Memo Paris for women and men,for women and men, - citrus - amber - vanilla - fresh spicy - powdery - sweet - aromatic - green - warm spicy - balsamic, 33.6949%, 9.67101%, 56.6341%, 100%, 83.7912%, 26.3736%, 18.4066%, 3.15934%,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Curtidas de Humor Natura for women,for women, - sweet - fruity - woody - vanilla - nutty - powdery, 62.3165%, 22.3491%, 15.3344%, 99.0291%, 100%, 17.4757%, 13.5922%, 0.970874%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Essencial Único Natura for women,for women, - woody - warm spicy - white floral - floral - powdery - balsamic - fruity - vanilla - amber - aromatic, 65.3237%, 6.90648%, 27.7698%, 100%, 37.5758%, 16.3636%, 12.7273%, 10.303%,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Kaiak Oceano Natura for men,for men, - aquatic - marine - woody - salty - fresh - amber - aromatic - earthy, 66.8945%, 15.7227%, 17.3828%, 70.2247%, 100%, 33.7079%, 12.3596%, 3.93258%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Luna Rubi Natura for women,for women, - warm spicy - woody - cinnamon - rose - soft spicy - floral, 62.8611%, 19.3948%, 17.7442%, 100%, 80.1724%, 14.6552%, 59.4828%, 15.5172%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Lavender Mist Neo Cologne for women and men,for women and men, - lavender - vanilla - woody - powdery - aromatic - herbal - balsamic - soft spicy - warm spicy - sweet, 9.09091%, 4.54545%, 86.3636%, 0%, 100%, 50%, 0%, 0%,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Pomelo Glow Neo Cologne for women and men,for women and men, - citrus - aromatic - fresh spicy - tropical - woody, 22.5806%, 3.22581%, 74.1936%, 0%, 66.6667%, 100%, 66.6667%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Sculpture Parfum Nikos for men,for men, - amber - citrus - white floral - vanilla - aromatic - sweet - warm spicy - fresh spicy - fresh, 37.3796%, 3.85356%, 58.7669%, 100%, 45.5882%, 10.2941%, 5.88235%, 7.35294%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
214 Black Vanilla O Boticário for women,for women, - vanilla - rum - powdery - sweet, 24.6667%, 7.33333%, 68%, 100%, 29.4118%, 0%, 11.7647%, 5.88235%,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
214 Rose Magnifique O Boticário for women,for women, - rose - floral - vanilla, 33.8235%, 8.82353%, 57.3529%, 100%, 66.6667%, 0%, 16.6667%, 0%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
214 Spicy Wood O Boticário for women,for women, - woody - warm spicy - cinnamon, 34.8837%, 13.9535%, 51.1628%, 100%, 66.6667%, 0%, 16.6667%, 0%,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
214 White Néroli O Boticário for women,for women, - citrus - white floral - fresh - green, 26.087%, 2.17391%, 71.7391%, 100%, 25%, 0%, 0%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
214 Wood & Âmbar O Boticário for women,for women, - amber - woody - powdery, 18.75%, 0%, 81.25%, 0%, 100%, 0%, 0%, 0%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Crystal Essence O Boticário for women,for women, - floral - green - woody - white floral - powdery - rose - aromatic - citrus - fresh - iris, 17.0213%, 21.2766%, 61.7021%, 100%, 75%, 0%, 0%, 0%,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
Floratta Red O Boticário for women,for women, - fruity - sweet - fresh - floral - chocolate - white floral - warm spicy - powdery - woody - citrus, 60.8937%, 18.7223%, 20.384%, 100%, 70.7317%, 19.7339%, 17.7384%, 5.32151%,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Wani Omanluxury for women and men,for women and men, - amber - warm spicy - oud - woody - powdery - floral - leather - musky - animalic, 32.1429%, 5.35714%, 62.5%, 100%, 60%, 20%, 0%, 0%,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Eclat Style Oriflame for men,for men, - leather - animalic - white floral - smoky, 62.3529%, 17.0588%, 20.5882%, 69.4444%, 100%, 22.2222%, 13.8889%, 2.77778%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Eclat Toujours Oriflame for men,for men, - citrus - aromatic - green - lavender - fresh spicy - leather - iris - powdery - amber - animalic, 52.5641%, 24.359%, 23.0769%, 41.1765%, 100%, 17.6471%, 58.8235%, 11.7647%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Magnetista Oriflame for women,for women, - fruity - floral - woody - powdery - vanilla - soft spicy - musky - sweet - white floral, 55.1515%, 18.9394%, 25.9091%, 58.1967%, 100%, 31.1475%, 19.6721%, 4.09836%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Crazy Me Paco Rabanne for women and men,for women and men, - yellow floral - powdery - woody - fresh spicy - warm spicy - floral - sweet, 38.0435%, 9.05797%, 52.8986%, 25%, 100%, 26.7857%, 44.6429%, 1.78571%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Fabulous Me Paco Rabanne for women and men,for women and men, - woody - powdery - fruity - sweet - warm spicy - green - aromatic, 31.8786%, 11.7647%, 56.3567%, 45%, 100%, 31.6667%, 70%, 6.66667%,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Or Dream Pascal Morabito for women,for women, - violet - powdery - woody - soft spicy - floral - sweet - citrus - white floral - rose - fresh, 11.1111%, 3.7037%, 85.1852%, 100%, 66.6667%, 0%, 33.3333%, 0%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Solaris Penhaligon's for women and men,for women and men, - white floral - citrus - woody - fruity - sweet - yellow floral - vanilla - floral - aromatic, 29.0352%, 3.96754%, 66.9973%, 100%, 86.3636%, 31.0606%, 13.6364%, 3.0303%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
The Favourite Penhaligon's for women,for women, - powdery - floral - violet - musky - yellow floral - iris - woody, 39.0115%, 7.28171%, 53.7068%, 75.8209%, 100%, 47.1642%, 29.2537%, 4.1791%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Néroli Solaire Repetto for women,for women, - floral - citrus - tropical - woody - white floral - powdery - lactonic - musky - yellow floral - vanilla, 11.1111%, 7.40741%, 81.4815%, 100%, 100%, 0%, 100%, 100%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Giardini di Seta Salvatore Ferragamo for women and men,for women and men, - aromatic - floral - fruity - green - woody - fresh - earthy - sweet - sour, 43.1624%, 9.40171%, 47.4359%, 37.2093%, 100%, 39.5349%, 32.5581%, 2.32558%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Giungle di Seta Salvatore Ferragamo for women and men,for women and men, - floral - musky - fresh - green - rose - powdery, 43.6652%, 9.72851%, 46.6063%, 40.5405%, 100%, 45.9459%, 64.8649%, 4.05405%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Oceani di Seta Salvatore Ferragamo for women and men,for women and men, - floral - salty - powdery - citrus - vanilla - marine - almond, 38.3358%, 7.42942%, 54.2348%, 48.5437%, 100%, 46.6019%, 36.8932%, 4.85437%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Savane di Seta Salvatore Ferragamo for women and men,for women and men, - powdery - woody - iris - musky - earthy, 50.8621%, 7.18391%, 41.954%, 30.137%, 100%, 52.0548%, 39.726%, 4.10959%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
88 Pineapples Shay & Blue London for women and men,for women and men, - fruity - salty - sweet - tropical - woody - marine - fresh, 32.3529%, 11.7647%, 55.8824%, 33.3333%, 100%, 33.3333%, 0%, 0%,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Miss Aura Swarovski for women,for women, - citrus - floral - rose - fruity - fresh - tropical - woody - aromatic - green - earthy, 37.8277%, 26.5918%, 35.5805%, 36.9048%, 100%, 2.38095%, 47.6191%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Hero Symrise for women and men,for women and men, - woody - powdery - vanilla - citrus - aromatic - iris - warm spicy - green - earthy - floral, 6.66667%, 0%, 93.3333%, 100%, 50%, 0%, 50%, 0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Classico Tonino Lamborghini for men,for men, - aromatic - warm spicy - herbal - fresh spicy - amber - citrus - lavender - vanilla - sweet - fresh, 61.25%, 21.25%, 17.5%, 20%, 100%, 46.6667%, 26.6667%, 6.66667%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Tous In Heaven Him Tous for men,for men, - warm spicy - fruity - sweet - citrus - tropical - fresh - patchouli - ozonic - aquatic - woody, 45.625%, 32.5%, 21.875%, 61.194%, 100%, 10.4478%, 43.2836%, 4.47761%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tous Man Intense Tous for men,for men, - aromatic - white floral - citrus - musky - herbal - lavender - amber - mossy - sweet - fresh spicy, 53.1659%, 14.1921%, 32.6419%, 69.1275%, 100%, 14.094%, 19.4631%, 1.34228%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Scent of Gold Trussardi for women and men,for women and men, - sweet - tobacco - warm spicy - fruity - cinnamon - amber - woody - powdery - vanilla - patchouli, 37.3602%, 13.0872%, 49.5526%, 68.8%, 100%, 12%, 19.2%, 2.4%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
En Lace UERMI for women and men,for women and men, - white floral - citrus - woody, 19.3548%, 3.22581%, 77.4194%, 100%, 50%, 0%, 0%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Antidote Viktor&Rolf for men,for men, - warm spicy - aromatic - woody - fresh spicy - amber - powdery - citrus - smoky - lavender - balsamic, 37.3986%, 21.7483%, 40.8531%, 100%, 70.6362%, 2.44698%, 23.8173%, 0.326264%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Bo Liis for women and men,for women and men, - woody - vanilla - aromatic - amber - balsamic - powdery, 28.6932%, 5.25568%, 66.0511%, 100%, 52.3256%, 33.7209%, 13.9535%, 2.32558%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Floating Liis for women and men,for women and men, - fruity - citrus - musky - sweet - fresh spicy - powdery - floral - aromatic - woody, 22.427%, 4.14747%, 73.4255%, 100%, 98.3871%, 69.3548%, 25.8065%, 1.6129%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
In This World Liis for women and men,for women and men, - woody - aromatic - citrus - camphor - fruity - herbal - violet - sweet - soft spicy - powdery, 11.039%, 2.5974%, 86.3636%, 83.3333%, 100%, 41.6667%, 25%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Lucienne Liis for women and men,for women and men, - citrus - floral - marine - aquatic - aromatic, 19.3916%, 4.94297%, 75.6654%, 78.7879%, 100%, 51.5152%, 15.1515%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Rose Struck Liis for women and men,for women and men, - rose - citrus - fruity - floral - sweet - green, 33.4737%, 7.57895%, 58.9474%, 95.3125%, 100%, 53.125%, 12.5%, 4.6875%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Studied Liis for women and men,for women and men, - musky - fruity - powdery - amber - floral - sweet - woody - aquatic - fresh - iris, 20.6958%, 3.12221%, 76.182%, 100%, 95.7895%, 32.6316%, 9.47368%, 3.15789%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Angel Schlesser Pour Elle Angel Schlesser for women,for women, - white floral - aromatic - sweet - floral - amber - fresh - balsamic - fruity - vanilla - citrus, 39.1466%, 22.0779%, 38.7755%, 40.3846%, 100%, 10.5769%, 34.6154%, 1.92308%,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
Angel Schlesser Pour Elle Eau de Toilette Angel Schlesser for women,for women, - citrus - sweet - white floral - fruity - fresh - floral - vanilla - warm spicy - chocolate - aromatic, 40.4878%, 22.439%, 37.0732%, 29.3103%, 100%, 8.62069%, 18.9655%, 1.72414%,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Angel Schlesser Pour Elle Sensuelle Angel Schlesser for women,for women, - white floral - woody - sweet - citrus - musky - soft spicy - patchouli - leather - earthy - powdery, 33.5878%, 4.58015%, 61.8321%, 100%, 91.6667%, 58.3333%, 33.3333%, 8.33333%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Eau Fraîche Citrus Marino Angel Schlesser for men,for men, - aromatic - citrus - fresh spicy - marine - musky - earthy - woody - vanilla - powdery - green, 53.5714%, 16.0714%, 30.3571%, 7.14286%, 100%, 14.2857%, 14.2857%, 7.14286%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Eau Fraîche Citrus Pomelo Angel Schlesser for women,for women, - citrus - aromatic - green - woody - musky - fruity, 44.5545%, 18.8119%, 36.6337%, 21.7391%, 100%, 4.34783%, 13.0435%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Instictive Marine Angel Schlesser for women and men,for women and men, - marine - aromatic - lavender - salty - aquatic - fresh spicy, 43.0233%, 4.65116%, 52.3256%, 100%, 90%, 50%, 40%, 20%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Scent Of Kiss My Heart Armand Basi for women,for women, - sweet - vanilla - lactonic - coconut - fruity - nutty, 40.2062%, 12.3711%, 47.4227%, 27.7778%, 100%, 19.4444%, 8.33333%, 5.55556%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Oud Save The King Atkinsons for women and men,for women and men, - powdery - oud - woody - leather - iris - musky - green - fresh spicy - warm spicy - earthy, 41.7503%, 11.204%, 47.0457%, 100%, 73.9394%, 12.4242%, 11.2121%, 0.909091%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Oud Save The King Extrait Atkinsons for women and men,for women and men, - leather - animalic - woody - powdery - citrus - oud - iris - smoky - fresh spicy - green, 38.5965%, 8.77193%, 52.6316%, 100%, 80%, 0%, 0%, 0%,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Pure Wonder Bath & Body Works for women,for women, - white floral - amber - rose - fresh - floral - animalic, 72.5724%, 9.88075%, 17.5468%, 68.6869%, 100%, 28.2828%, 18.1818%, 4.0404%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Bottega Veneta Pour Homme Essence Aromatique Bottega Veneta for men,for men, - woody - citrus - aromatic - patchouli - conifer, 37.3676%, 17.7005%, 44.9319%, 100%, 92.7273%, 10%, 24.5455%, 1.81818%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Illusione for Her Bottega Veneta for women,for women, - green - citrus - woody - fresh - white floral - sweet - fruity - aromatic - fresh spicy - vanilla, 48.3726%, 12.2784%, 39.349%, 90.4984%, 100%, 19.1589%, 17.4455%, 1.09034%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Parco Palladiano X: Olivo Bottega Veneta for women and men,for women and men, - woody - green - aromatic - balsamic - amber - earthy - bitter, 30.117%, 6.43275%, 63.4503%, 100%, 61.1111%, 9.25926%, 22.2222%, 3.7037%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Glossy Green Braccialini for women,for women, - fruity - fresh - floral - citrus - soft spicy - white floral - sour - sweet - green, 38.0952%, 4.7619%, 57.1429%, 0%, 100%, 0%, 100%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Lilac Mist Brocard for women,for women, - floral - powdery - musky - violet - fresh - vanilla - iris - citrus, 59.0164%, 12.5683%, 28.4153%, 45.8333%, 100%, 16.6667%, 29.1667%, 8.33333%,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Goddess Burberry for women,for women, - vanilla - lavender - warm spicy - cacao, 48.9912%, 3.60943%, 47.3993%, 100%, 65.3939%, 25.8788%, 14.303%, 2.9697%,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Platinum Leather Carolina Herrera for women and men,for women and men, - musky - woody - leather - earthy - patchouli - powdery - white floral - animalic - vanilla - soft spicy, 27.8932%, 8.60534%, 63.5015%, 100%, 52.6316%, 13.1579%, 21.0526%, 2.63158%,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Cerruti 1881 Sport Cerruti for men,for men, - aromatic - fresh spicy - citrus - fresh - aquatic - woody - floral - musky - lavender - warm spicy, 46.875%, 25%, 28.125%, 41.2698%, 100%, 14.2857%, 25.3968%, 1.5873%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Chloe Eau de Parfum Chloé for women,for women, - floral - rose - fresh - fruity - white floral, 50.1361%, 26.1481%, 23.7159%, 100%, 93.8852%, 13.9519%, 45.5541%, 3.13752%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Chloe Lisy Chloé for women,for women, - floral - rose - fresh - honey - amber - woody - fruity, 19.6078%, 13.2353%, 67.1569%, 100%, 100%, 0%, 21.7391%, 4.34783%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Herba Mimosa Chloé for women and men,for women and men, - yellow floral - powdery - floral - sweet, 33.3333%, 6.91824%, 59.7484%, 100%, 73.5294%, 19.1176%, 16.1765%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Rosa Damascena Chloé for women,for women, - rose - floral, 32.021%, 7.87402%, 60.105%, 100%, 94.4444%, 33.3333%, 30.5556%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Chopard Rose Malaki Chopard for women and men,for women and men, - rose - woody - warm spicy - metallic - leather - floral - tobacco, 44.4184%, 9.99219%, 45.5894%, 100%, 71.875%, 15.625%, 21.875%, 3.75%,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Classic Summer David Beckham for men,for men, - aromatic - woody - patchouli - marine - green - fresh spicy - warm spicy - fruity, 43.2432%, 16.2162%, 40.5405%, 14.2857%, 100%, 0%, 42.8571%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Cool Water Intense for Her Davidoff for women,for women, - floral - tropical - fruity - citrus - woody - sweet, 45.4149%, 17.4672%, 37.1179%, 88.7097%, 100%, 32.2581%, 27.4194%, 1.6129%,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Candy Love Escada for women,for women, - vanilla - sweet - fruity - lactonic - rose, 47.2435%, 10.3712%, 42.3854%, 81.6062%, 100%, 29.5337%, 17.6166%, 3.62694%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Escada Summer Festival Escada for women,for women, - fresh - floral - citrus - aquatic - fruity, 53.6585%, 18.9614%, 27.38%, 64.0449%, 100%, 41.573%, 21.3483%, 4.49438%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Sensuous Stars Estée Lauder for women and men,for women and men, - iris - fruity - powdery - sweet - earthy - lavender, 43.0752%, 10.0327%, 46.892%, 57.5343%, 100%, 53.4247%, 29.4521%, 6.84932%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Futuria Faberlic for women,for women, - powdery - musky - woody - vanilla - floral - sweet - citrus - fruity - soft spicy, 62.6667%, 14.6667%, 22.6667%, 24.3243%, 100%, 27.027%, 29.7297%, 2.7027%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Enflammé Givenchy for women and men,for women and men, - vanilla - tobacco - sweet - coffee - warm spicy - powdery, 20.6536%, 4.70588%, 74.6405%, 100%, 46.5909%, 12.5%, 9.09091%, 2.27273%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,1.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,0.0,1.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
,,nan,,,,,,,,,,,,,,,1.0,0.0
